Study,Prev Score,Sleep,Practice Tests,New Score
6,80,5,6,90
3,83,4,3,85
4,90,4,5,88
2,61,3,4,62
5,70,3,3,73
4,46,3,3,46
5,80,5,6,89
3,60,3,5,47
4,55,3,2,40
5,59,4,4,57
3,82,4,4,88
4,83,4,5,89
4,86,5,5,94
4,89,4,6,96
3,58,3,3,52
5,87,4,7,81
4,71,3,5,69
2,54,2,3,48
3,44,2,2,40
4,50,4,2,49
4,54,3,4,50
2,68,2,2,53
5,89,5,6,87
4,84,5,6,76
2,43,1,1,25
6,88,5,7,98
4,75,4,5,83
4,87,5,6,88
3,62,5,4,53
2,54,4,1,46
6,85,6,5,87
4,83,4,6,88
1,42,1,-1,21
4,71,4,4,76
3,49,5,3,42
5,79,4,5,72
4,77,6,5,82
4,61,4,4,54
2,53,3,2,38
2,56,3,1,44
3,60,3,2,53
7,90,8,7,100
6,87,5,6,92
4,54,5,3,61
5,97,5,8,99
5,54,4,4,45
1,40,1,-1,34
2,63,4,2,61
7,94,5,8,99
7,94,5,6,88
4,51,4,4,39
3,49,2,1,47
5,85,6,7,95
5,81,4,4,86
5,81,5,3,89
5,91,7,6,100
4,70,5,4,69
4,50,4,2,54
4,93,5,5,94
2,55,4,3,58
5,48,5,2,51
4,86,5,6,94
4,53,2,1,38
5,58,3,4,54
4,70,5,2,71
3,48,3,3,49
4,75,6,6,72
5,92,4,6,84
6,78,6,4,89
6,93,5,7,100
2,65,4,4,59
3,47,3,1,29
5,63,4,4,64
2,47,2,0,29
4,58,4,4,53
4,86,5,6,90
7,87,7,6,93
5,69,5,5,63
5,97,6,6,93
4,61,3,3,63
6,94,7,8,100
2,48,4,3,37
4,97,4,4,87
7,97,5,8,100
4,83,6,6,83
5,87,6,6,86
5,43,3,4,31
4,76,5,5,67
3,47,4,2,42
4,40,4,3,34
4,67,3,5,58
2,45,2,1,31
3,86,5,4,91
6,75,4,6,66
6,92,6,6,88
3,50,2,0,44
3,44,4,1,31
4,89,4,6,78
3,63,4,5,55
6,86,4,8,81
5,57,3,4,60
3,59,5,2,60
3,67,3,5,68
3,52,2,1,41
2,44,3,1,27
4,69,3,5,56
2,40,1,1,34
4,61,4,4,68
4,57,4,3,55
6,85,5,5,77
3,44,2,2,35
5,70,4,5,59
2,45,2,3,33
4,66,6,6,58
7,95,7,6,100
5,64,4,4,62
5,68,4,5,70
5,67,4,2,66
4,55,4,2,43
7,93,6,8,100
4,92,6,6,99
5,51,5,3,47
4,59,3,5,55
5,57,4,3,58
5,73,5,6,69
6,94,5,7,90
6,92,6,7,100
4,62,3,4,67
5,84,4,4,76
4,66,4,3,55
6,88,5,5,85
4,56,5,5,56
6,87,6,4,94
4,60,4,5,49
6,89,4,8,83
5,79,6,5,74
3,70,5,3,67
3,42,3,0,27
2,56,3,2,48
5,89,7,8,94
6,97,6,8,93
5,65,3,3,53
2,62,3,1,50
2,45,4,1,41
4,67,3,5,74
2,47,2,2,37
5,94,5,8,100
6,97,4,6,90
5,84,3,5,81
2,47,4,3,32
2,58,2,0,55
4,77,4,6,66
4,68,3,2,52
3,62,5,2,53
5,86,5,7,95
4,71,6,4,73
4,49,4,3,48
4,66,3,4,52
5,88,6,6,86
4,40,4,3,40
4,78,3,5,68
3,68,5,4,63
5,98,6,8,100
5,84,6,5,86
3,42,2,2,30
6,90,6,6,88
5,86,7,8,80
5,76,3,5,65
5,70,4,5,71
3,50,3,3,40
4,61,4,4,63
5,57,5,4,66
5,74,3,3,79
3,45,3,1,37
2,42,4,1,25
2,44,4,2,40
3,48,3,2,41
3,67,5,3,63
3,58,5,3,58
3,67,4,4,69
3,66,4,2,58
3,52,4,0,52
4,77,4,4,77
6,82,4,4,87
4,92,6,6,97
4,60,3,3,50
5,66,5,3,63
5,85,4,6,94
2,45,4,2,28
5,77,4,5,79
5,88,6,8,84
2,50,3,1,45
6,86,6,4,87
3,80,3,4,79
5,92,5,7,93
4,56,4,4,58
6,95,5,6,91
6,78,6,6,91
2,46,3,3,49
5,69,3,4,66
5,60,3,3,66
2,40,3,0,24
3,64,3,4,58
6,71,4,5,62
9,98,9,8,100
8,96,7,8,95
4,47,4,1,50
1,44,3,2,29
5,69,6,6,81
5,90,4,7,93
3,47,3,4,36
4,88,4,6,96
3,58,5,2,45
5,83,6,8,92
5,98,7,7,99
6,94,7,7,94
4,69,3,2,67
2,54,2,1,52
6,75,6,5,71
7,94,5,8,96
4,83,6,5,85
3,66,4,4,62
4,52,3,3,49
4,53,2,1,44
5,76,6,4,80
7,93,5,7,88
5,87,5,6,92
4,69,5,4,68
4,78,5,4,69
5,86,6,5,91
4,52,5,3,53
9,97,9,7,98
4,55,4,4,59
6,83,5,4,87
2,46,3,1,46
7,87,5,7,92
6,94,4,5,97
5,94,4,6,93
4,66,5,5,69
6,84,4,6,86
6,94,4,5,84
4,74,4,7,73
2,54,4,1,56
4,67,3,3,57
3,74,3,6,65
4,46,3,4,37
5,89,5,5,89
4,85,6,5,84
5,89,4,8,92
6,90,4,4,89
6,85,6,5,95
3,59,3,4,52
4,71,4,6,80
3,77,5,4,64
7,79,6,7,75
4,71,5,5,62
2,65,4,2,68
4,97,5,7,89
4,78,4,3,66
4,59,4,4,60
4,57,5,3,45
5,89,5,7,91
3,54,4,1,40
6,91,6,5,100
4,61,3,3,63
7,90,7,8,98
5,61,5,5,52
6,92,5,6,99
5,60,4,3,63
3,41,2,2,40
6,79,6,7,86
5,92,7,6,100
4,82,6,8,84
3,57,4,5,59
2,62,2,1,55
3,52,4,2,38
4,80,4,3,84
4,48,3,1,42
5,88,6,5,89
4,46,2,1,40
4,80,5,6,75
5,93,5,8,99
2,40,4,3,41
2,41,1,0,31
2,43,1,0,29
3,53,5,3,50
3,71,3,2,72
3,75,4,5,67
2,41,2,0,39
6,79,5,4,83
5,89,6,6,81
5,90,6,7,87
4,53,2,4,43
5,59,3,2,44
5,64,5,4,58
6,81,6,5,80
7,88,6,8,89
3,47,4,3,38
3,67,4,2,58
6,85,6,7,80
4,60,4,4,63
5,62,3,5,66
5,71,5,4,75
2,47,4,2,30
5,70,4,3,59
5,76,4,5,78
3,55,3,2,42
6,79,6,5,90
6,81,5,7,89
4,66,4,5,68
6,79,4,4,86
5,80,4,5,82
2,57,2,3,43
4,74,4,5,80
5,88,6,6,90
5,91,6,7,90
2,54,4,3,43
6,92,4,7,84
3,66,5,2,54
3,56,4,3,56
5,79,4,5,77
3,41,3,1,24
5,88,4,7,92
5,89,4,7,93
3,70,5,3,73
4,76,5,5,72
4,80,6,6,79
5,80,6,6,89
5,73,4,4,71
5,73,3,4,78
6,90,4,7,97
6,94,5,7,95
6,98,4,6,92
2,42,2,2,32
2,56,4,3,46
3,53,4,3,38
5,53,4,3,50
6,85,4,5,76
5,77,5,5,84
5,74,5,3,74
2,40,2,1,31
5,87,6,6,88
5,68,4,4,68
3,43,4,2,30
5,72,5,5,67
5,56,3,2,47
4,67,4,2,63
4,89,5,6,81
4,65,5,2,68
3,47,3,2,36
4,73,4,4,69
8,98,7,7,96
3,57,2,2,57
4,70,6,4,68
4,98,5,6,100
4,66,3,4,56
4,55,2,2,58
5,97,7,6,94
3,49,3,0,41
5,79,5,5,83
4,51,4,2,45
5,61,5,3,62
3,55,3,1,37
4,51,4,2,56
4,50,5,2,43
3,59,3,4,51
4,90,5,6,96
2,40,3,1,26
4,66,4,4,57
3,42,4,2,44
3,51,3,2,34
5,69,3,5,75
4,48,4,1,41
5,92,4,6,90
6,93,4,7,96
5,76,4,5,77
1,40,1,0,21
4,81,5,6,85
4,88,4,4,81
2,43,2,1,28
3,54,3,3,54
7,90,7,8,100
5,66,3,3,60
2,47,2,2,31
7,99,6,7,96
5,99,7,8,94
5,62,3,4,53
2,54,4,2,42
2,66,4,4,58
4,70,4,3,65
4,78,5,5,73
4,86,4,6,83
2,47,2,3,35
3,69,4,3,59
8,97,7,8,100
4,94,4,6,86
5,81,6,4,89
5,57,3,4,44
2,43,1,-1,31
6,86,4,6,87
5,82,5,4,83
4,61,2,1,55
4,42,2,3,40
3,54,3,1,46
4,74,3,3,66
6,86,5,4,83
4,77,5,7,69
5,72,3,3,62
4,53,3,3,52
6,87,6,8,98
4,40,4,2,27
4,92,6,5,92
4,88,4,5,93
6,65,6,6,65
4,47,2,1,45
4,89,4,5,89
5,55,3,4,61
5,77,6,5,86
5,49,5,4,38
4,81,6,5,83
4,76,5,4,76
5,65,5,5,69
5,67,5,3,62
5,51,5,3,52
4,59,4,2,47
6,88,5,6,92
5,53,3,3,50
7,85,7,8,83
6,74,4,7,83
3,68,5,2,70
4,51,4,2,50
6,91,7,7,98
4,57,2,1,48
3,83,5,5,81
2,41,3,1,39
2,41,3,0,31
9,98,9,7,95
3,56,3,4,59
3,49,4,1,42
4,57,3,3,58
3,61,5,4,61
4,58,4,4,56
4,97,5,8,100
5,92,7,8,100
4,40,4,0,33
4,63,5,3,54
3,75,4,4,63
3,64,4,2,55
5,75,4,5,65
3,70,5,4,60
5,70,3,3,58
4,41,4,1,26
5,58,3,3,59
5,92,6,6,100
2,51,3,2,47
2,49,2,3,39
3,70,3,4,75
4,84,6,7,95
3,61,5,3,64
3,62,4,2,57
5,91,5,7,100
3,62,4,2,51
4,54,4,3,59
4,65,5,3,68
3,42,2,1,23
5,62,3,3,54
5,59,5,2,66
5,84,4,6,92
5,79,5,6,88
5,96,7,8,98
4,78,4,3,81
7,95,7,6,96
4,47,2,1,31
2,57,2,1,37
6,80,4,6,91
4,45,3,2,32
5,66,4,2,63
6,75,4,6,85
4,54,4,3,58
4,76,5,3,82
6,97,5,6,100
3,44,2,0,33
4,78,5,5,68
4,48,4,2,38
2,46,4,0,35
6,80,6,6,83
3,59,3,2,60
4,49,3,1,36
4,65,5,3,71
4,43,2,1,45
6,77,4,5,83
3,63,3,4,63
2,53,2,2,36
4,80,5,4,70
2,40,4,0,41
4,56,3,3,45
6,84,5,5,75
5,63,4,6,72
5,66,5,3,63
1,46,2,2,44
2,48,3,3,50
6,82,5,6,89
5,74,5,6,77
7,97,7,9,100
2,51,3,1,33
3,60,4,4,49
3,42,2,1,30
5,54,5,2,58
5,60,3,4,56
5,49,3,2,50
5,72,3,3,72
4,85,5,6,83
6,98,4,5,92
6,91,5,5,93
1,45,1,1,41
2,41,3,1,27
4,68,4,4,75
4,94,5,5,96
3,79,3,5,80
3,72,3,5,68
4,43,3,0,34
9,98,7,8,100
2,43,3,0,43
4,68,3,3,57
5,76,4,3,79
5,99,5,8,95
8,99,7,7,95
5,59,3,4,58
6,80,4,6,73
5,62,5,5,64
4,84,6,7,88
5,57,3,4,63
5,88,6,4,85
4,64,3,5,53
4,40,3,1,29
5,93,7,8,89
5,54,4,5,56
3,73,5,4,62
5,87,4,7,85
4,59,3,4,45
7,93,7,6,97
4,76,5,4,81
6,66,5,5,64
5,61,5,2,50
5,90,5,8,96
2,44,3,0,26
6,73,6,5,67
5,78,4,6,80
2,42,3,2,33
4,56,5,4,61
5,63,3,3,49
4,63,4,4,65
3,42,4,2,26
5,84,6,5,81
4,46,4,2,47
3,64,5,2,64
6,95,4,6,100
2,42,4,1,39
2,54,4,3,48
3,68,4,4,60
4,89,6,5,80
4,68,2,3,62
3,49,4,1,36
5,71,4,5,76
4,62,3,4,66
4,78,6,6,70
3,48,4,1,37
5,76,4,4,78
6,91,7,7,99
4,79,6,7,88
4,53,3,2,54
4,43,5,3,30
3,59,4,4,60
5,67,5,2,71
2,53,4,2,55
6,83,6,6,76
3,73,5,5,81
3,52,3,4,50
5,70,4,4,67
6,72,6,4,73
5,91,7,8,100
4,78,5,5,79
3,67,5,5,55
5,64,5,3,66
4,71,4,5,72
2,48,2,2,42
4,67,2,1,50
7,97,7,6,92
4,70,3,5,64
3,56,4,3,51
6,92,6,7,88
4,62,4,5,64
3,52,3,1,42
8,94,8,7,96
3,49,3,2,48
4,55,4,3,51
3,45,4,2,45
4,87,5,4,86
2,50,4,1,50
4,97,4,5,98
4,91,5,6,95
3,42,2,2,43
4,67,4,2,54
4,80,4,6,87
3,54,3,3,51
5,99,4,6,100
3,52,4,2,56
6,81,4,6,91
6,91,4,5,84
4,95,4,6,85
4,84,5,5,89
5,56,4,3,50
3,46,4,3,34
4,67,5,5,61
4,77,4,6,71
2,52,4,0,49
4,99,5,6,97
3,56,4,2,41
4,54,3,4,46
5,75,6,6,72
6,67,5,4,74
2,54,2,3,55
4,85,6,6,80
5,92,5,6,95
2,50,4,2,47
4,95,5,5,100
4,70,3,5,61
1,43,2,1,34
4,74,4,5,75
4,73,5,4,66
6,91,5,6,90
4,66,5,3,57
3,49,2,1,33
5,69,3,2,63
5,84,5,7,78
2,59,2,1,44
4,68,6,4,72
6,97,4,7,93
7,92,5,7,93
5,68,5,6,61
5,62,3,4,59
7,96,5,7,100
5,89,5,5,92
5,60,3,2,47
7,87,6,6,86
3,82,4,4,71
4,49,4,0,34
4,80,4,6,85
2,51,4,2,35
3,69,3,3,55
6,90,7,8,92
5,72,6,4,76
5,57,3,5,64
2,53,2,1,53
4,61,4,4,64
4,60,3,3,65
2,40,3,1,34
5,88,4,6,91
4,82,4,7,73
6,91,5,6,91
5,99,6,5,100
4,54,5,2,55
5,75,4,4,72
5,86,4,7,91
5,93,5,6,99
4,61,4,4,64
3,71,4,3,74
4,97,6,7,94
5,85,6,6,87
6,93,4,6,100
4,72,4,6,77
7,97,9,8,100
3,80,4,5,82
5,98,5,8,100
4,78,6,4,84
3,62,3,4,63
6,82,5,7,93
7,94,7,8,97
2,41,2,1,24
4,41,3,1,42
4,77,3,5,83
4,94,5,6,92
5,90,5,6,81
4,68,3,4,62
7,91,7,6,100
4,85,5,5,79
7,99,7,6,100
1,42,3,2,31
3,78,5,6,67
3,46,3,1,37
5,75,3,4,74
3,68,3,3,69
4,94,6,5,88
5,76,5,3,69
5,88,4,5,95
6,97,5,7,100
5,75,3,5,78
2,62,2,2,56
4,84,4,3,83
4,55,3,2,56
6,87,5,6,99
4,70,3,4,72
4,73,4,4,74
7,89,7,8,85
4,40,3,0,41
3,57,3,3,41
7,97,6,6,100
5,79,4,6,80
4,82,5,7,75
6,95,5,7,90
6,95,6,7,96
3,54,2,1,39
5,87,7,7,87
6,88,5,6,99
5,56,4,3,44
6,83,6,6,80
2,49,3,1,33
3,59,5,4,61
4,45,4,1,33
2,47,3,2,38
5,84,6,4,85
4,73,4,5,70
5,71,4,5,62
6,90,4,7,100
6,93,5,6,100
4,81,4,5,85
4,43,4,1,41
6,83,6,6,95
6,89,5,6,98
4,78,6,6,85
4,59,5,3,57
4,63,4,3,68
4,63,4,2,56
4,94,5,5,91
4,65,5,4,71
5,64,5,5,55
4,75,5,4,65
2,46,2,2,33
3,49,3,2,34
7,97,6,7,100
7,86,6,8,86
4,51,4,2,49
4,40,2,3,38
5,91,5,7,88
6,89,5,7,94
3,64,5,4,70
5,55,4,3,60
2,44,3,2,31
4,58,2,1,48
4,43,2,0,38
3,45,1,0,34
4,65,4,5,57
5,88,6,8,87
4,78,4,4,77
7,95,8,8,93
4,94,5,7,93
5,78,5,6,71
1,48,2,1,27
6,84,7,8,94
6,91,5,7,85
3,53,4,5,49
5,87,6,6,98
7,94,5,7,100
3,48,2,3,33
4,54,4,3,55
3,76,3,3,68
5,89,4,6,84
7,92,7,8,100
5,59,5,4,63
3,47,4,1,30
5,71,5,5,74
6,86,5,7,99
3,60,5,2,64
5,96,6,7,95
4,80,4,5,83
5,58,3,5,56
5,68,5,3,69
4,97,4,5,87
5,70,6,5,63
5,93,5,7,100
4,45,2,3,48
2,43,2,2,35
5,82,5,5,89
6,68,5,4,70
5,81,6,5,75
3,42,4,3,41
2,40,1,-1,34
4,83,3,3,75
4,94,6,5,95
4,54,4,3,52
5,86,4,4,83
2,60,3,3,59
6,85,6,7,79
5,97,5,7,100
5,70,5,2,61
4,46,2,0,28
4,56,3,4,57
7,95,7,7,93
3,58,4,3,56
5,78,5,5,68
9,99,7,9,100
1,42,2,1,23
4,69,4,4,66
6,74,6,6,83
5,97,6,7,100
6,96,5,8,100
4,68,6,6,65
5,89,6,6,85
5,91,5,5,100
5,93,6,5,89
3,53,5,3,52
5,74,3,3,74
3,67,3,4,53
4,97,6,5,93
4,69,4,4,68
4,65,3,4,60
3,46,2,2,38
5,78,4,5,72
3,70,4,3,58
4,44,3,4,48
6,74,6,5,73
4,89,5,6,94
6,86,5,5,77
5,91,5,7,100
3,53,4,1,46
5,75,4,4,65
4,66,4,5,69
5,63,4,4,55
6,79,6,4,72
5,68,3,4,72
5,92,7,6,87
5,84,4,6,84
5,61,5,5,55
4,47,4,2,43
3,54,3,2,53
4,88,5,6,83
4,44,3,1,45
6,91,5,6,100
2,43,2,2,28
5,50,3,2,46
4,57,4,1,42
5,81,5,6,83
4,88,4,5,82
5,69,3,3,64
4,54,5,3,52
2,45,2,3,30
5,94,6,6,95
5,92,5,6,85
3,55,5,2,42
6,86,5,6,82
4,79,5,5,85
2,48,3,0,34
6,82,6,6,80
5,98,4,6,100
3,73,5,5,68
3,66,5,5,67
5,52,5,3,43
4,75,3,5,66
5,66,6,6,66
3,48,2,3,50
5,44,3,3,49
6,90,4,4,88
4,61,5,3,64
3,70,3,3,62
2,42,2,2,38
3,69,4,4,71
5,60,4,2,46
3,74,5,5,62
4,45,3,2,37
4,67,4,2,64
5,71,6,4,67
4,81,3,5,72
6,76,6,7,86
4,64,4,4,61
4,71,5,4,61
5,74,5,6,74
4,61,5,3,49
4,63,4,4,55
4,78,5,5,83
6,93,4,7,100
5,69,6,4,78
4,89,5,6,89
3,71,5,5,79
5,70,4,3,71
3,62,5,5,55
5,79,4,5,79
3,72,5,3,73
3,64,3,2,65
4,75,4,4,76
5,63,5,5,65
5,70,3,4,59
4,97,4,5,92
6,78,6,6,90
7,85,5,8,90
2,52,2,1,47
2,49,2,2,46
4,62,5,4,58
2,57,2,1,41
4,71,5,4,75
6,72,4,5,72
3,75,4,5,69
4,67,5,4,64
5,55,5,4,57
2,55,2,2,54
4,57,4,3,48
3,47,2,2,32
6,81,4,5,72
3,55,2,3,54
5,94,5,5,94
7,95,6,9,100
3,50,3,4,38
3,45,4,0,47
1,40,2,-1,23
5,51,3,4,56
7,96,6,6,100
6,77,4,6,83
3,67,4,4,69
6,84,6,8,98
6,97,6,7,100
3,56,5,3,54
3,40,2,1,30
5,71,5,4,63
4,47,5,3,35
5,93,5,6,85
4,79,4,5,74
6,95,5,5,95
4,82,6,6,87
5,85,6,8,82
6,63,5,6,74
3,49,4,1,45
4,86,4,5,91
4,78,4,4,70
5,78,4,5,80
4,49,4,1,33
5,75,4,6,66
5,64,3,3,59
7,99,7,8,99
6,89,5,7,97
4,98,4,7,100
6,96,4,7,100
2,49,2,3,48
5,58,4,4,62
4,85,6,7,97
5,84,6,6,90
4,54,3,3,54
3,55,4,3,48
4,41,2,1,23
3,68,3,3,66
4,43,3,1,36
6,92,6,8,97
5,89,5,5,89
3,68,3,4,70
5,70,6,5,67
4,56,3,2,45
4,49,4,1,47
3,66,3,3,60
4,92,4,6,99
6,80,4,5,70
3,54,5,2,59
6,99,5,7,97
5,83,5,6,78
6,70,5,4,74
5,60,5,4,56
8,99,8,9,100
4,98,5,8,91
5,97,5,8,94
5,80,4,7,86
5,85,6,8,81
4,84,6,6,77
5,99,6,6,97
3,65,4,5,60
5,77,5,4,86
5,90,6,6,97
6,75,6,5,73
7,91,5,7,91
3,56,5,4,50
4,90,5,7,98
2,42,2,0,26
3,53,3,1,49
4,88,5,6,81
4,52,4,2,44
4,80,4,5,71
5,66,4,4,62
1,40,1,-1,29
6,96,6,7,91
2,56,3,2,58
7,87,7,7,100
5,89,7,6,90
4,73,5,5,78
4,53,4,4,51
7,93,6,7,91
6,94,4,7,86
5,98,7,8,100
4,56,2,2,47
3,42,3,0,36
4,73,6,6,81
6,79,6,5,82
5,64,3,4,64
1,41,2,0,32
5,73,3,2,78
5,65,4,4,59
5,70,6,4,75
2,48,3,4,43
3,69,4,3,58
3,59,3,4,47
3,60,3,3,45
5,68,5,5,73
6,98,4,6,100
3,64,3,4,52
4,77,6,4,83
6,97,6,7,92
5,83,5,5,81
5,64,4,5,65
3,48,4,2,38
5,78,4,6,88
6,83,5,4,74
3,65,5,5,61
6,96,5,8,100
4,76,5,7,79
3,55,3,2,46
5,76,5,5,81
4,51,5,4,40
5,63,4,2,49
5,65,5,4,60
4,59,3,1,46
2,48,4,3,45
5,62,4,2,58
4,78,5,5,84
4,68,3,3,64
5,70,5,6,66
5,58,4,3,62
3,59,4,4,50
2,62,4,4,59
4,82,4,4,85
3,66,4,3,54
6,69,4,5,74
5,60,5,5,60
5,83,3,6,75
5,74,5,4,80
7,88,5,7,96
3,46,4,3,49
4,61,4,2,66
2,49,4,3,44
4,62,4,3,49
5,54,4,3,48
4,69,5,4,71
6,73,6,4,82
3,52,2,2,42
7,99,5,8,94
3,43,2,3,38
3,57,3,4,62
8,95,7,7,100
4,62,5,2,60
5,72,3,2,57
5,73,3,3,60
5,73,3,4,78
6,75,6,4,86
4,74,5,7,70
4,56,4,0,54
3,67,5,2,62
2,53,4,1,53
3,73,5,4,61
6,87,6,6,92
4,50,4,2,38
4,96,4,8,91
3,52,2,1,48
5,72,6,6,67
5,96,6,6,90
6,94,6,8,92
3,41,2,0,27
3,73,3,4,73
4,92,4,7,84
3,68,4,2,61
4,76,6,5,71
2,43,2,2,29
2,51,2,2,38
4,65,4,3,60
8,97,9,7,100
4,67,5,4,65
2,42,4,4,31
3,59,2,2,41
5,49,3,4,42
6,91,5,7,97
2,57,4,1,40
5,92,5,5,100
4,92,6,5,95
4,92,6,4,100
6,66,4,4,66
3,70,5,4,77
3,66,4,4,58
6,81,4,6,80
3,40,3,1,34
2,45,4,3,29
4,50,5,3,37
4,73,4,6,81
6,78,6,5,85
5,59,5,2,53
4,92,4,6,98
4,60,4,1,47
3,60,4,3,59
3,57,4,4,44
3,60,5,3,54
4,58,5,4,48
4,43,4,1,45
4,52,3,3,51
4,57,5,3,63
6,91,4,6,85
4,68,4,4,71
3,64,4,3,57
6,95,6,5,94
4,52,3,2,50
4,66,5,3,64
5,99,6,5,90
4,58,4,4,56
4,88,5,7,85
2,40,3,2,30
4,77,3,5,74
3,58,4,3,53
5,91,5,4,96
4,40,3,2,44
5,79,5,7,84
3,56,4,2,41
3,60,3,4,64
5,61,4,2,58
4,54,3,1,53
7,89,6,8,95
6,78,4,6,82
5,87,7,6,85
4,78,5,6,85
5,71,5,3,60
7,88,5,8,93
3,43,2,1,37
5,83,6,7,95
4,84,5,6,83
3,71,4,4,68
2,43,4,2,44
6,92,6,7,100
1,40,1,-1,33
4,72,4,6,70
3,46,4,1,29
4,48,3,0,36
3,40,2,1,38
4,55,4,2,47
4,57,2,2,50
4,93,5,6,98
5,86,4,5,77
4,45,3,2,39
2,41,3,1,28
2,48,3,3,36
2,43,4,2,44
4,84,5,4,88
3,62,4,3,59
5,93,5,6,100
5,82,5,5,90
6,84,4,5,74
4,82,4,6,83
5,90,5,7,84
4,47,2,2,44
5,78,5,7,84
5,64,5,6,61
3,55,4,0,38
5,74,5,4,69
4,56,3,1,47
3,57,4,3,44
4,99,5,5,88
5,66,5,3,74
5,54,4,4,43
4,99,5,7,99
3,56,3,1,46
4,82,6,7,86
3,44,3,2,33
3,55,3,1,52
2,54,4,1,45
4,81,5,5,76
5,85,6,6,89
5,73,6,5,83
6,87,7,6,86
4,58,4,1,46
4,47,4,1,51
6,86,6,5,82
3,49,2,1,41
3,44,4,1,31
6,91,4,5,87
6,87,4,6,85
6,92,4,4,82
5,65,3,2,62
2,61,2,3,57
4,83,4,7,84
3,62,5,3,54
3,52,3,3,42
2,48,3,2,41
6,88,5,7,96
4,59,3,2,60
3,67,3,5,66
5,83,6,7,87
5,96,6,8,100
5,76,5,5,85
4,63,4,2,67
4,83,5,5,90
3,72,3,3,73
3,59,3,3,48
5,99,6,7,100
6,87,5,8,83
4,69,5,5,65
5,83,4,5,86
5,48,5,3,50
5,84,4,7,88
6,88,6,5,91
5,56,5,3,59
3,75,5,5,77
3,53,3,2,48
5,58,5,3,49
4,46,3,1,29
6,98,5,7,100
4,42,4,1,41
4,72,6,4,74
5,83,3,3,76
3,71,3,6,74
6,86,6,7,97
5,50,3,4,40
6,81,4,5,79
4,41,3,3,28
5,65,5,2,72
2,43,2,3,27
5,56,5,2,50
3,56,3,2,53
6,67,4,5,64
3,69,4,4,74
5,79,4,4,76
4,62,2,1,63
5,85,5,4,76
4,63,4,4,64
5,68,5,5,58
3,43,4,3,30
5,77,4,4,72
4,68,3,3,67
4,58,3,1,51
3,66,5,3,71
5,68,5,5,71
5,95,6,7,100
5,75,6,5,69
4,74,4,6,74
4,91,4,5,95
4,45,3,1,31
6,98,6,5,100
4,62,3,5,50
6,78,4,6,89
5,85,5,6,93
6,83,6,4,78
5,87,4,7,95
6,91,5,6,90
4,47,4,2,44
6,94,5,7,100
3,41,2,0,29
4,52,3,2,53
5,79,4,3,66
4,96,6,5,100
5,60,5,3,55
4,70,5,5,76
4,91,4,6,83
5,87,7,7,92
3,75,3,3,74
4,87,6,6,84
5,91,4,7,90
4,77,6,6,87
3,66,4,4,55
3,75,5,5,76
4,87,5,5,92
3,62,5,2,54
4,94,6,7,93
3,60,5,5,57
5,52,4,4,54
5,76,5,6,84
3,86,4,5,82
4,65,4,4,66
6,79,4,5,81
5,46,4,4,39
6,85,4,6,77
4,78,5,5,78
3,61,3,3,60
3,78,5,4,74
5,62,4,4,60
7,97,7,8,100
5,69,6,6,63
2,57,2,3,52
5,81,3,5,76
5,57,5,3,48
6,85,4,6,76
4,49,2,2,34
5,78,5,6,72
6,69,4,6,64
5,65,5,5,67
2,46,3,2,45
2,46,3,2,44
1,44,1,1,41
4,40,4,3,29
6,85,6,7,92
4,57,2,1,53
2,52,4,1,34
4,64,3,3,52
6,79,4,5,71
4,47,2,1,34
4,49,4,0,35
4,71,4,4,78
3,56,3,3,60
3,77,3,5,63
3,54,2,1,38
2,54,4,2,54
5,96,5,6,96
5,87,7,6,96
7,79,5,6,78
5,90,4,4,79
4,59,3,1,56
2,54,3,2,37
3,74,3,3,77
3,45,3,1,35
5,69,5,5,72
8,96,7,8,100
2,47,2,2,42
3,70,5,3,58
5,87,6,4,81
5,86,7,6,88
3,71,3,5,77
4,84,6,6,78
8,97,9,7,100
8,91,9,9,100
3,54,5,2,51
5,57,4,4,59
4,52,4,3,58
2,63,2,1,52
3,79,5,4,79
5,53,3,2,46
3,67,5,5,58
5,50,4,4,44
1,45,2,2,38
8,95,8,8,99
3,64,4,3,66
2,40,4,3,38
4,64,3,3,52
2,41,1,0,34
3,71,5,2,59
3,52,3,1,44
5,72,5,4,74
4,71,4,6,67
6,95,6,7,93
3,63,3,2,65
5,66,4,4,63
4,43,3,2,34
5,63,4,6,71
2,62,3,3,50
3,68,4,3,73
5,73,4,5,80
5,60,4,4,65
5,69,3,4,61
2,65,3,2,54
3,59,4,3,62
4,55,2,1,40
4,42,2,2,33
6,88,5,4,88
4,76,4,5,75
9,97,7,9,100
4,79,6,6,90
6,83,5,6,86
5,64,4,5,65
5,62,3,4,64
5,83,4,6,87
5,98,5,7,100
3,40,3,3,31
4,72,4,3,70
3,54,2,1,42
4,56,5,3,48
3,73,4,4,65
2,56,2,2,50
5,91,6,5,100
6,97,6,6,100
4,80,4,3,80
5,83,3,3,76
2,43,1,1,28
5,52,3,2,37
3,43,3,-1,24
2,46,1,1,39
5,85,4,5,79
5,98,6,5,100
2,48,2,1,42
3,62,3,3,57
3,72,4,3,62
4,72,4,4,60
5,59,4,4,54
4,43,2,2,46
3,40,2,2,42
5,93,5,8,86
4,81,6,4,80
3,73,4,3,74
2,66,2,2,60
3,60,5,3,64
5,63,5,4,63
